Gene name	Gene_freq	Total
SLFN14	301	49097025
SLFNL1	283	49097025
SLIT3	3253	49097025
SLFN13	562	49097025
SLIT1	1648	49097025
SLFN5	523	49097025
PRL	377	49097025
PRKG1	3854	49097025
PRKN	3576	49097025
PRLR	1339	49097025
PRKRIP1	469	49097025
PRLHR	352	49097025
PRKG2	1185	49097025
PRKRA	343	49097025
PRLH	47	49097025
PRKX	580	49097025
HS3ST3B1	448	49097025
HSBP1	115	49097025
HS3ST6	251	49097025
HS6ST2	1411	49097025
HS6ST1	527	49097025
HS3ST5	1610	49097025
HS6ST3	2702	49097025
HS3ST4	2598	49097025
HSCB	163	49097025
HSBP1L1	61	49097025
TMEM198	326	49097025
TMEM196	629	49097025
TMEM200A	1016	49097025
TMEM190	139	49097025
TMEM200B	118	49097025
TMEM200C	413	49097025
TMEM191C	37	49097025
TMEM199	182	49097025
TMEM192	804	49097025
TMEM19	269	49097025
WDR86	456	49097025
WDR88	517	49097025
WDR90	948	49097025
WDR81	728	49097025
WDR87	1068	49097025
WDR83	213	49097025
WDR83OS	127	49097025
WDR89	324	49097025
WDR91	578	49097025
WDR82	269	49097025
DLC1	3007	49097025
DLD	375	49097025
DLEU7	654	49097025
DKKL1	266	49097025
DKK1	241	49097025
DKK2	2088	49097025
DKK3	400	49097025
DLEC1	1275	49097025
DLAT	472	49097025
DKK4	147	49097025
RPS3A	156	49097025
RPS28	90	49097025
RPS27A	91	49097025
RPS29	227	49097025
RPS4Y1	61	49097025
RPS27L	119	49097025
RPS3	249	49097025
RPS27	137	49097025
RPS26	90	49097025
RPS4X	162	49097025
LARP1B	970	49097025
LARGE1	2348	49097025
LAPTM4B	608	49097025
LARGE2	399	49097025
LAP3	378	49097025
LANCL3	583	49097025
LARP1	987	49097025
LANCL2	544	49097025
LAPTM5	295	49097025
LAPTM4A	201	49097025
ACP1	285	49097025
ACP2	296	49097025
ACOT8	259	49097025
ACOX3	729	49097025
ACOT9	383	49097025
ACOT6	150	49097025
ACOT7	699	49097025
ACOX2	436	49097025
ACOXL	1892	49097025
ACOX1	539	49097025
HERPUD1	299	49097025
HERPUD2	509	49097025
HES5	41	49097025
HERC6	689	49097025
HES2	110	49097025
HERC4	991	49097025
HES4	111	49097025
HES3	96	49097025
HES1	194	49097025
HERC5	670	49097025
C2CD4A	138	49097025
C2CD3	1420	49097025
C2CD2L	355	49097025
C22orf42	328	49097025
C2CD2	708	49097025
C22orf39	106	49097025
C2CD4D	114	49097025
C2CD4B	74	49097025
C22orf46	130	49097025
C2CD4C	207	49097025
IL34	489	49097025
IL36RN	214	49097025
IL4I1	801	49097025
IL36A	181	49097025
IL3RA	454	49097025
IL37	264	49097025
IL33	365	49097025
IL4	116	49097025
IL36G	176	49097025
IL36B	444	49097025
SHISA5	292	49097025
SHISA9	1999	49097025
SHISA7	255	49097025
SHISA4	107	49097025
SHISA2	284	49097025
SHISAL1	629	49097025
SHISA6	1595	49097025
SHISA8	69	49097025
SHISA3	222	49097025
SHH	330	49097025
GYPB	409	49097025
GYG1	330	49097025
GYPA	599	49097025
GVQW3	153	49097025
GXYLT2	621	49097025
GULP1	1549	49097025
GXYLT1	635	49097025
GYG2	449	49097025
GUSB	487	49097025
GVQW2	212	49097025
OR10G8	479	49097025
OR10H2	313	49097025
OR10H5	364	49097025
OR10H3	278	49097025
OR10G9	418	49097025
OR10G6	57	49097025
OR10G7	492	49097025
OR10H4	312	49097025
OR10H1	466	49097025
OR10G4	491	49097025
ZNF729	837	49097025
ZNF738	260	49097025
ZNF74	456	49097025
ZNF737	628	49097025
ZNF736	473	49097025
ZNF732	525	49097025
ZNF730	1001	49097025
ZNF740	370	49097025
ZNF735	422	49097025
ZNF728	653	49097025
VPS72	261	49097025
VPS50	1134	49097025
VPS51	423	49097025
VPS54	907	49097025
VPS8	1457	49097025
VPS52	443	49097025
VRK1	493	49097025
VPS4B	344	49097025
VPS53	1130	49097025
VPS9D1	425	49097025
FDX1	196	49097025
FCRLB	306	49097025
FCRLA	373	49097025
FDPS	287	49097025
FDFT1	417	49097025
FDX2	144	49097025
FCRL6	517	49097025
FCRL5	1261	49097025
FDCSP	165	49097025
FCRL4	798	49097025
TMBIM4	343	49097025
TMBIM6	253	49097025
TMC7	838	49097025
TMC6	606	49097025
TMC4	508	49097025
TMC5	1117	49097025
TMC3	833	49097025
TMC8	457	49097025
TMC1	1727	49097025
TMC2	1310	49097025
PVALB	198	49097025
PUS7L	496	49097025
PURG	437	49097025
PUS3	371	49097025
PUS7	599	49097025
PVALEF	146	49097025
PUS1	323	49097025
PUS10	554	49097025
PUSL1	134	49097025
PVR	307	49097025
CROT	638	49097025
CRTAM	515	49097025
CRTC1	888	49097025
CRTAC1	1322	49097025
CRP	288	49097025
CRTC2	386	49097025
CRTC3	666	49097025
CRX	490	49097025
CRTAP	316	49097025
CROCC2	787	49097025
LAYN	294	49097025
LBHD1	351	49097025
LAX1	344	49097025
LBH	601	49097025
LBP	535	49097025
LBR	503	49097025
LATS2	1287	49097025
LATS1	1042	49097025
LBHD2	33	49097025
LBX1	173	49097025
SLC12A5	1258	49097025
SLC12A7	1153	49097025
SLC12A3	900	49097025
SLC12A4	626	49097025
SLC12A6	992	49097025
SLC12A8	858	49097025
SLC13A1	1176	49097025
SLC12A9	537	49097025
SLC13A3	1049	49097025
SLC13A2	540	49097025
ADCY2	3128	49097025
ADCY5	1612	49097025
ADCY7	826	49097025
ADCY6	697	49097025
ADCY8	3095	49097025
ADCY10	1359	49097025
ADCY4	664	49097025
ADCYAP1	287	49097025
ADCY3	1069	49097025
ADCY9	1375	49097025
GAGE13	40	49097025
GAK	1151	49097025
GAL3ST1	422	49097025
GAL3ST2	364	49097025
GAGE2A	108	49097025
GAGE2E	53	49097025
GAGE12H	34	49097025
GAGE12J	85	49097025
GAL3ST3	438	49097025
GAL	141	49097025
DNAJB4	205	49097025
DNAJC10	772	49097025
DNAJB6	677	49097025
DNAJC12	381	49097025
DNAJC11	617	49097025
DNAJB7	158	49097025
DNAJC1	1249	49097025
DNAJB9	154	49097025
DNAJB5	245	49097025
DNAJB8	331	49097025
TEAD2	473	49097025
TDRKH	409	49097025
TDRP	434	49097025
TDRD7	702	49097025
TEAD4	616	49097025
TDRD6	1112	49097025
TEAD1	1213	49097025
TEAD3	303	49097025
TEC	926	49097025
TDRD9	1178	49097025
BACE1	369	49097025
BACH2	2086	49097025
BACH1	532	49097025
BAG2	147	49097025
BAG3	426	49097025
BAD	199	49097025
BACE2	888	49097025
BAG1	267	49097025
BABAM2	1636	49097025
BAG4	339	49097025
ZNF566	469	49097025
ZNF559	506	49097025
ZNF565	598	49097025
ZNF561	282	49097025
ZNF558	372	49097025
ZNF564	384	49097025
ZNF562	329	49097025
ZNF559-ZNF177	846	49097025
ZNF563	423	49097025
ZNF560	891	49097025
PYCR1	220	49097025
PYCR3	193	49097025
PXMP4	205	49097025
PXK	662	49097025
PXYLP1	535	49097025
PXN	548	49097025
PXMP2	234	49097025
PXT1	332	49097025
PYCARD	84	49097025
PYCR2	178	49097025
ARL10	234	49097025
ARL14	113	49097025
ARL1	156	49097025
ARL13B	802	49097025
ARIH1	780	49097025
ARIH2	587	49097025
ARIH2OS	123	49097025
ARL14EP	220	49097025
ARL13A	226	49097025
ARL11	214	49097025
CELA3A	397	49097025
CELF2	2747	49097025
CELF3	431	49097025
CELA3B	365	49097025
CELA2B	266	49097025
CECR2	1662	49097025
CELF1	637	49097025
CELA2A	285	49097025
CEL	576	49097025
CELA1	313	49097025
KSR1	1207	49097025
KRTCAP3	185	49097025
KRTAP9-8	132	49097025
KRTAP9-6	53	49097025
KRTCAP2	114	49097025
KRTDAP	118	49097025
KRTAP9-4	213	49097025
KRTAP9-9	164	49097025
KRTAP9-7	43	49097025
KRTAP9-3	116	49097025
TMEM163	1271	49097025
TMEM161A	323	49097025
TMEM165	277	49097025
TMEM158	76	49097025
TMEM156	457	49097025
TMEM159	223	49097025
TMEM164	729	49097025
TMEM161B	676	49097025
TMEM160	69	49097025
TMEM167A	198	49097025
HNRNPR	432	49097025
HNRNPL	515	49097025
HNRNPH3	226	49097025
HNRNPUL1	656	49097025
HNRNPLL	361	49097025
HNRNPK	435	49097025
HNRNPU	505	49097025
HNRNPM	681	49097025
HNRNPH2	252	49097025
HNRNPUL2	425	49097025
PABPN1	195	49097025
PABPC1L	706	49097025
PABPN1L	169	49097025
PABPC5	532	49097025
PABPC3	715	49097025
PABPC1	792	49097025
PABPC4	439	49097025
PABPC1L2B	53	49097025
PABPC4L	372	49097025
PABPC1L2A	66	49097025
EPS8L2	516	49097025
EPS8	1392	49097025
EPS15L1	1001	49097025
EPS8L1	558	49097025
EPS8L3	518	49097025
EPRS	1057	49097025
EPSTI1	657	49097025
EPPK1	1634	49097025
EPPIN-WFDC6	267	49097025
EPS15	1108	49097025
SAE1	501	49097025
SACS	2333	49097025
SAC3D1	119	49097025
SAFB2	670	49097025
SAFB	592	49097025
SACM1L	451	49097025
SAAL1	331	49097025
SAG	509	49097025
SAA2-SAA4	384	49097025
SAA4	151	49097025
SLC30A7	547	49097025
SLC30A8	1853	49097025
SLC30A5	439	49097025
SLC30A6	549	49097025
SLC33A1	377	49097025
SLC30A9	721	49097025
SLC31A1	271	49097025
SLC30A4	374	49097025
SLC31A2	173	49097025
SLC32A1	522	49097025
SCARF1	463	49097025
SCARB2	476	49097025
SCEL	1156	49097025
SCARF2	368	49097025
SCD	250	49097025
SCD5	888	49097025
SCFD2	1812	49097025
SCFD1	714	49097025
SCCPDH	440	49097025
SCART1	310	49097025
OPA1	993	49097025
ONECUT2	650	49097025
OOSP2	266	49097025
OMD	177	49097025
OMG	144	49097025
OPA3	827	49097025
ONECUT1	555	49097025
OOEP	447	49097025
ONECUT3	262	49097025
OMP	105	49097025
ZNF630	360	49097025
ZNF628	477	49097025
ZNF639	268	49097025
ZNF625	283	49097025
ZNF626	949	49097025
ZNF624	450	49097025
ZNF638	1509	49097025
ZNF623	437	49097025
ZNF627	301	49097025
ZNF629	433	49097025
B3GAT3	204	49097025
B3GNT6	247	49097025
B3GNT4	293	49097025
B3GAT2	935	49097025
B3GNT3	358	49097025
B3GNT2	337	49097025
B3GNT5	314	49097025
B3GLCT	770	49097025
B3GNT7	255	49097025
B3GNT10	46	49097025
RTTN	1580	49097025
RTP4	137	49097025
RUBCNL	899	49097025
RUFY2	654	49097025
RUFY1	649	49097025
RUBCN	950	49097025
RTP3	127	49097025
RTP5	443	49097025
RTRAF	262	49097025
RTP2	282	49097025
FMNL3	1046	49097025
FMR1	733	49097025
FMO4	469	49097025
FMO5	521	49097025
FMOD	355	49097025
FMNL2	1721	49097025
FMO1	700	49097025
FMO3	635	49097025
FMNL1	589	49097025
FMO2	537	49097025
KCNA2	542	49097025
KCNA1	780	49097025
KBTBD8	372	49097025
KCNA4	836	49097025
KCNA3	457	49097025
KCNA10	440	49097025
KCNA5	748	49097025
KCNA6	634	49097025
KCNA7	296	49097025
KCMF1	573	49097025
HMGCLL1	1437	49097025
HMGCR	446	49097025
HMGN3	243	49097025
HMGB3	206	49097025
HMGCL	278	49097025
HMGB4	203	49097025
HMGCS2	428	49097025
HMGN1	123	49097025
HMGN2	118	49097025
HMGCS1	340	49097025
UGGT2	1627	49097025
UGT1A6	1618	49097025
UGT1A5	1416	49097025
UGGT1	1078	49097025
UGP2	551	49097025
UGT1A1	467	49097025
UGT1A10	2218	49097025
UGT1A4	1262	49097025
UGT1A3	1028	49097025
UGT1A7	1782	49097025
MFSD11	1494	49097025
MFSD14C	351	49097025
MFSD1	451	49097025
MFSD2A	364	49097025
MFSD12	301	49097025
MFSD14B	512	49097025
MFSD14A	470	49097025
MFSD10	235	49097025
MFRP	509	49097025
MFSD13A	320	49097025
NUDT3	489	49097025
NUDT2	122	49097025
NUDT16L1	124	49097025
NUDT18	143	49097025
NUDT17	163	49097025
NUDT15	114	49097025
NUDT21	203	49097025
NUDT22	179	49097025
NUDT16	165	49097025
NUDT19	222	49097025
SPEM2	379	49097025
SPECC1L	996	49097025
SPDYE5	239	49097025
SPEG	1972	49097025
SPECC1	1686	49097025
SPEF2	2215	49097025
SPEF1	135	49097025
SPDYE6	148	49097025
SPDYE4	202	49097025
SPEM1	171	49097025
LSR	520	49097025
LSMEM1	144	49097025
LTA	153	49097025
LST1	103	49097025
LSS	711	49097025
LSM6	103	49097025
LSM8	126	49097025
LSP1	664	49097025
LSM7	80	49097025
LSMEM2	139	49097025
BRCC3	351	49097025
BRD1	757	49097025
BRD4	1331	49097025
BRD3OS	45	49097025
BRCA1	1988	49097025
BRAP	442	49097025
BRCA2	2959	49097025
BRD3	686	49097025
BRD2	596	49097025
BRAT1	655	49097025
TRIM69	407	49097025
TRIM7	364	49097025
TRIM72	448	49097025
TRIM73	136	49097025
TRIM74	113	49097025
TRIM71	934	49097025
TRIM8	350	49097025
TRIM77	339	49097025
TRIM6-TRIM34	832	49097025
TRIM75P	86	49097025
CDYL	1327	49097025
CDV3	195	49097025
CDY1B	7	49097025
CDY2A	7	49097025
CDY2B	5	49097025
CDX1	200	49097025
CDX2	246	49097025
CDY1	3	49097025
CDX4	310	49097025
CDT1	288	49097025
PARN	988	49097025
PARK7	208	49097025
PARP10	508	49097025
PARP1	983	49097025
PARL	469	49097025
PARM1	804	49097025
PARG	613	49097025
PARP14	924	49097025
PARP11	519	49097025
PARP12	553	49097025
SPINK14	96	49097025
SPINK2	133	49097025
SPIN4	170	49097025
SPINK5	1020	49097025
SPINK7	118	49097025
SPINK13	201	49097025
SPINK4	217	49097025
SPINK1	102	49097025
SPINK6	156	49097025
SPINDOC	276	49097025
POC1A	440	49097025
POC5	388	49097025
PODN	621	49097025
PODNL1	338	49097025
PNRC2	43	49097025
PNPT1	680	49097025
POC1B	869	49097025
POC1B-GALNT4	270	49097025
PODXL	601	49097025
PNRC1	245	49097025
PRAMEF8	17	49097025
PRAP1	129	49097025
PRAMEF7	143	49097025
PRB1	1359	49097025
PRAMEF33	24	49097025
PRAMEF26	43	49097025
PRAMEF5	118	49097025
PRAMEF6	260	49097025
PRAMEF4	615	49097025
PRAMEF27	20	49097025
PI15	632	49097025
PHYHIP	239	49097025
PHYHD1	283	49097025
PI4K2B	377	49097025
PHYKPL	449	49097025
PHYHIPL	677	49097025
PI4KA	1761	49097025
PI3	128	49097025
PI4K2A	347	49097025
PI16	373	49097025
MYBPC2	1050	49097025
MYBPC3	808	49097025
MYCBP2	2614	49097025
MYCBP	115	49097025
MYC	1007	49097025
MYCL	291	49097025
MYBPH	362	49097025
MYCN	663	49097025
MYBPHL	261	49097025
MYCBPAP	644	49097025
TFCP2	622	49097025
TFAP2E	263	49097025
TFDP2	1006	49097025
TFB2M	352	49097025
TFAP2D	1232	49097025
TFB1M	456	49097025
TFCP2L1	695	49097025
TFDP1	682	49097025
TFDP3	269	49097025
TFAP4	323	49097025
ZNF672	319	49097025
ZNF668	501	49097025
ZNF667	744	49097025
ZNF660	217	49097025
ZNF671	362	49097025
ZNF669	292	49097025
ZNF662	336	49097025
ZNF664	340	49097025
ZNF670	423	49097025
ZNF665	708	49097025
PSRC1	145	49097025
PTAR1	373	49097025
PTAFR	390	49097025
PSTPIP1	527	49097025
PSPN	81	49097025
PSPC1	737	49097025
PSTK	205	49097025
PSORS1C2	149	49097025
PSPH	457	49097025
PSTPIP2	549	49097025
TRMT112	84	49097025
TRMT13	309	49097025
TRMT5	275	49097025
TRMT12	225	49097025
TRMT44	455	49097025
TRMT2B	407	49097025
TRMT2A	318	49097025
TRMT61A	158	49097025
TRMT6	285	49097025
TRMT1L	458	49097025
MYL3	145	49097025
MYL12B	149	49097025
MYL5	196	49097025
MYL12A	118	49097025
MYL6	178	49097025
MYL10	298	49097025
MYL1	562	49097025
MYH9	1697	49097025
MYL4	224	49097025
MYL2	304	49097025
LYPD6B	912	49097025
LYPD4	215	49097025
LYPD6	712	49097025
LYPD5	292	49097025
LYPD1	389	49097025
LYPLA1	391	49097025
LYNX1-SLURP2	329	49097025
LYPD3	245	49097025
LYPD8	90	49097025
LYPD2	135	49097025
DHRS9	395	49097025
DHRS4	318	49097025
DHRS12	329	49097025
DHRS4L2	405	49097025
DHRS2	323	49097025
DHRS13	152	49097025
DHRS7	285	49097025
DHRS7B	383	49097025
DHRS3	433	49097025
DHRS7C	406	49097025
TMEM273	451	49097025
TMEM30A	409	49097025
TMEM33	243	49097025
TMEM35A	238	49097025
TMEM35B	55	49097025
TMEM37	268	49097025
TMEM31	116	49097025
TMEM30B	156	49097025
TMEM38A	341	49097025
TMEM38B	558	49097025
PDE1B	596	49097025
PDE3B	1453	49097025
PDE1A	2131	49097025
PDE1C	3254	49097025
PDE10A	2441	49097025
PDE3A	2583	49097025
PDE2A	1127	49097025
PDE11A	2266	49097025
PDE12	252	49097025
PDCL3	282	49097025
BNIP3L	230	49097025
BNIP1	292	49097025
BOC	1201	49097025
BOD1L2	162	49097025
BNIPL	249	49097025
BNIP2	364	49097025
BOD1L1	1300	49097025
BNIP3	226	49097025
BOD1	138	49097025
BOK	173	49097025
CD3G	236	49097025
CD36	1895	49097025
CD33	537	49097025
CD3E	216	49097025
CD320	199	49097025
CD3D	149	49097025
CD38	597	49097025
CD37	246	49097025
CD34	471	49097025
CD3EAP	271	49097025
CNR1	673	49097025
CNRIP1	403	49097025
CNPY4	154	49097025
CNTD1	201	49097025
CNTLN	2166	49097025
CNTD2	160	49097025
CNTFR	391	49097025
CNR2	433	49097025
CNST	889	49097025
CNTF	130	49097025
KLHDC3	235	49097025
KLHDC4	674	49097025
KLHDC2	332	49097025
KLF8	516	49097025
KLF5	434	49097025
KLF7	731	49097025
KLF9	273	49097025
KLF6	266	49097025
KLHDC10	469	49097025
KLHDC1	441	49097025
DDAH2	169	49097025
DDAH1	1096	49097025
DDHD1	935	49097025
DDHD2	441	49097025
DDC	978	49097025
DDI2	574	49097025
DDA1	153	49097025
DDB2	398	49097025
DDB1	655	49097025
DDI1	654	49097025
SPATA4	344	49097025
SPATA6	1075	49097025
SPATA5	1482	49097025
SPATA6L	606	49097025
SPATA8	293	49097025
SPATA7	514	49097025
SPATA46	207	49097025
SPATA45	134	49097025
SPATA48	732	49097025
SPATA5L1	350	49097025
TIGAR	424	49097025
TIE1	945	49097025
TIGD2	226	49097025
TIGD6	225	49097025
TIGD5	218	49097025
TIFAB	351	49097025
TIGD3	289	49097025
TIFA	115	49097025
TIGD4	274	49097025
TIGD1	107	49097025
CYP2R1	285	49097025
CYP2D6	510	49097025
CYP2C8	711	49097025
CYP2S1	414	49097025
CYP2C9	789	49097025
CYP2D7	241	49097025
CYP2U1	263	49097025
CYP2F1	463	49097025
CYP2E1	521	49097025
CYP2J2	377	49097025
CA7	226	49097025
CA5B	280	49097025
CA9	346	49097025
CAAP1	390	49097025
CA3	276	49097025
CA4	329	49097025
CA6	436	49097025
CA5A	516	49097025
CA8	801	49097025
CA2	378	49097025
ANGPT4	699	49097025
ANGPTL3	267	49097025
ANGPT1	2055	49097025
ANGPT2	648	49097025
ANG	97	49097025
ANGEL2	392	49097025
ANGPTL2	390	49097025
ANGPTL4	271	49097025
ANGEL1	414	49097025
ANGPTL1	374	49097025
DNM1	672	49097025
DNHD1	1442	49097025
DNM1L	630	49097025
DNLZ	88	49097025
DNASE1L2	195	49097025
DND1	193	49097025
DNASE1L3	351	49097025
DNER	2330	49097025
DNASE2B	271	49097025
DNASE2	197	49097025
SPARCL1	587	49097025
SPANXN4	186	49097025
SPAST	767	49097025
SPART	883	49097025
SPATA13	1565	49097025
SPATA1	305	49097025
SPANXN3	336	49097025
SPANXN5	125	49097025
SPARC	405	49097025
SPATA12	166	49097025
CCDC43	148	49097025
CCDC50	665	49097025
CCDC58	192	49097025
CCDC51	184	49097025
CCDC54	280	49097025
CCDC47	375	49097025
CCDC6	825	49097025
CCDC57	1059	49097025
CCDC60	1681	49097025
CCDC59	209	49097025
BPI	656	49097025
BPHL	370	49097025
BPIFB1	500	49097025
BPIFA2	304	49097025
BPGM	267	49097025
BPIFA1	311	49097025
BORCS8	132	49097025
BORCS8-MEF2B	730	49097025
BPIFA3	304	49097025
BPIFB2	544	49097025
TEPSIN	414	49097025
TERT	1600	49097025
TERB1	408	49097025
TERF1	426	49097025
TEPP	259	49097025
TERB2	269	49097025
TES	410	49097025
TEP1	1421	49097025
TERF2	313	49097025
TERF2IP	210	49097025
AGPAT3	755	49097025
AGO3	863	49097025
AGPAT2	204	49097025
AGPAT1	196	49097025
AGPS	949	49097025
AGPAT4	1097	49097025
AGR3	296	49097025
AGPAT5	396	49097025
AGR2	207	49097025
AGO4	619	49097025
FOXJ3	893	49097025
FOXF1	279	49097025
FOXF2	287	49097025
FOXI3	167	49097025
FOXJ2	432	49097025
FOXJ1	214	49097025
FOXG1	625	49097025
FOXI1	407	49097025
FOXH1	175	49097025
FOXI2	244	49097025
EI24	255	49097025
EHF	387	49097025
EHMT2	599	49097025
EHMT1	1495	49097025
EHD1	454	49097025
EHD4	553	49097025
EHD2	549	49097025
EHD3	622	49097025
EHHADH	662	49097025
EHBP1L1	563	49097025
ANXA1	321	49097025
ANP32D	115	49097025
ANTXR2	1135	49097025
ANTXR1	1379	49097025
ANP32A	374	49097025
ANP32E	288	49097025
ANO9	602	49097025
ANP32B	263	49097025
ANPEP	839	49097025
ANOS1	1173	49097025
ANGPTL6	252	49097025
ANK1	2524	49097025
ANK2	4236	49097025
ANK3	3864	49097025
ANKDD1A	467	49097025
ANGPTL8	181	49097025
ANGPTL5	451	49097025
ANHX	338	49097025
ANKAR	827	49097025
ANGPTL7	191	49097025
YBEY	175	49097025
YBX3	337	49097025
YES1	670	49097025
YDJC	132	49097025
YIF1A	219	49097025
YIF1B	225	49097025
YBX2	228	49097025
YEATS2	1117	49097025
YEATS4	250	49097025
YBX1	265	49097025
ACTL9	481	49097025
ACTN3	534	49097025
ACTR1B	295	49097025
ACTR2	412	49097025
ACTN1	891	49097025
ACTN4	921	49097025
ACTN2	1557	49097025
ACTR3	564	49097025
ACTR1A	288	49097025
ACTR10	347	49097025
COL13A1	1319	49097025
COL14A1	2557	49097025
COL12A1	2513	49097025
COL11A1	3959	49097025
COL10A1	387	49097025
COG8	348	49097025
COL11A2	1169	49097025
COG7	645	49097025
COL15A1	1763	49097025
COIL	427	49097025
TM4SF18	227	49097025
TM2D2	156	49097025
TM4SF1	171	49097025
TM4SF20	241	49097025
TM2D3	205	49097025
TM6SF1	411	49097025
TM4SF19	255	49097025
TM2D1	370	49097025
TM4SF4	328	49097025
TM4SF5	225	49097025
PRDM2	1454	49097025
PRDM7	400	49097025
PRDM15	1201	49097025
PRDM16	2514	49097025
PRDM4	468	49097025
PRDM14	612	49097025
PRDM5	1630	49097025
PRDM12	288	49097025
PRDM6	791	49097025
PRDM13	476	49097025
GINS4	217	49097025
GIPC1	318	49097025
GINS2	161	49097025
GIMD1	78	49097025
GINM1	246	49097025
GINS3	175	49097025
GINS1	281	49097025
GIN1	398	49097025
GIP	195	49097025
GIPC2	599	49097025
AC073111.3	531	49097025
AC073111.5	40	49097025
AC068631.2	206	49097025
AC068775.1	543	49097025
AC068987.5	3	49097025
AC068580.4	503	49097025
AC068533.4	563	49097025
AC069368.1	727	49097025
AC058822.1	5132	49097025
AC068790.8	596	49097025
LEKR1	1135	49097025
LEFTY1	246	49097025
LELP1	145	49097025
LEMD1	493	49097025
LEMD2	308	49097025
LEMD3	717	49097025
LENEP	44	49097025
LEF1	929	49097025
LEFTY2	246	49097025
LENG1	225	49097025
C5orf58	341	49097025
C5orf52	150	49097025
C6	1647	49097025
C6orf106	562	49097025
C5orf63	162	49097025
C5orf51	263	49097025
C5orf60	202	49097025
C6orf120	117	49097025
C5orf67	422	49097025
C6orf118	955	49097025
C12orf43	295	49097025
C12orf50	769	49097025
C12orf45	704	49097025
C12orf66	398	49097025
C12orf65	180	49097025
C12orf54	269	49097025
C12orf57	94	49097025
C12orf60	346	49097025
C12orf49	224	49097025
C12orf56	981	49097025
CT47A5	4	49097025
CT47A12	3	49097025
CT47A3	3	49097025
CT47A7	9	49097025
CT47A6	27	49097025
CT47A8	6	49097025
CT47A4	4	49097025
CT47A2	5	49097025
CT47B1	423	49097025
CT47A9	6	49097025
KCTD7	247	49097025
KCTD4	110	49097025
KCTD6	162	49097025
KCTD3	711	49097025
KCTD21	227	49097025
KCTD20	437	49097025
KCTD5	212	49097025
KDELC1	391	49097025
KCTD9	333	49097025
KCTD8	2289	49097025
CNDP2	445	49097025
CNGB1	1210	49097025
CNGA1	704	49097025
CNIH1	145	49097025
CNEP1R1	126	49097025
CNGA4	510	49097025
CNGA3	936	49097025
CNGA2	659	49097025
CNFN	74	49097025
CNGB3	1947	49097025
SH3D21	291	49097025
SH3GL1	374	49097025
SH3PXD2B	1036	49097025
SH3KBP1	1397	49097025
SH3GLB2	304	49097025
SH3RF1	1037	49097025
SH3GL3	1294	49097025
SH3GL2	1524	49097025
SH3GLB1	329	49097025
SH3PXD2A	1526	49097025
EPGN	101	49097025
EPHA5	3721	49097025
EPDR1	3036	49097025
EPHA4	1678	49097025
EPHA10	1016	49097025
EPHA2	888	49097025
EPHA1	675	49097025
EPCAM	517	49097025
EPHA3	3794	49097025
EPG5	1465	49097025
CST7	159	49097025
CST1	234	49097025
CST3	140	49097025
CSRP3	269	49097025
CST2	241	49097025
CST11	185	49097025
CST5	192	49097025
CST8	221	49097025
CST4	245	49097025
CST6	103	49097025
TBL1X	1274	49097025
TBKBP1	368	49097025
TBCK	1348	49097025
TBCE	993	49097025
TBCB	195	49097025
TBCC	129	49097025
TBCEL	454	49097025
TBCD	1940	49097025
TBCCD1	388	49097025
TBK1	517	49097025
KRT74	436	49097025
KRT6B	519	49097025
KRT71	472	49097025
KRT72	514	49097025
KRT7	378	49097025
KRT6A	521	49097025
KRT75	547	49097025
KRT73	583	49097025
KRT6C	463	49097025
KRT76	458	49097025
IQCD	307	49097025
IQCA1	1541	49097025
IQCB1	590	49097025
IQCC	219	49097025
IQANK1	285	49097025
IPO8	836	49097025
IQCA1L	150	49097025
IPPK	479	49097025
IPO9	762	49097025
IPP	437	49097025
NOX5	1294	49097025
NPAP1	1709	49097025
NOXO1	151	49097025
NOX4	1695	49097025
NOXA1	281	49097025
NPAS1	408	49097025
NOX1	471	49097025
NOXRED1	320	49097025
NOX3	871	49097025
NOVA2	545	49097025
DMAC2	229	49097025
DMD	5361	49097025
DMBT1	1759	49097025
DLX5	312	49097025
DMAC2L	297	49097025
DLX6	333	49097025
DMBX1	388	49097025
DMAP1	274	49097025
DMC1	432	49097025
DMAC1	145	49097025
WBP2	187	49097025
WASHC3	314	49097025
WASHC2C	498	49097025
WASHC4	723	49097025
WBP2NL	369	49097025
WBP1	222	49097025
WBP1L	452	49097025
WASL	638	49097025
WBP11	369	49097025
WASHC5	823	49097025
DCBLD1	763	49097025
DCAF8	500	49097025
DCAF5	813	49097025
DCAKD	307	49097025
DCAF6	1066	49097025
DCANP1	203	49097025
DCAF8L2	1374	49097025
DCAF4L2	928	49097025
DCAF8L1	591	49097025
DCAF7	401	49097025
FBXO34	642	49097025
FBXO3	402	49097025
FBXO31	563	49097025
FBXO36	548	49097025
FBXO39	315	49097025
FBXO30	385	49097025
FBXO38	798	49097025
FBXO32	406	49097025
FBXO33	329	49097025
FBXO28	422	49097025
NSL1	452	49097025
NSG2	1183	49097025
NSDHL	347	49097025
NSF	502	49097025
NSMCE3	147	49097025
NSG1	567	49097025
NSFL1C	373	49097025
NSMCE2	1140	49097025
NSMAF	858	49097025
NSMCE1	351	49097025
PRELID2	449	49097025
PRELID3A	196	49097025
PREPL	651	49097025
PRG2	199	49097025
PREX2	3913	49097025
PRF1	460	49097025
PRELP	382	49097025
